DATASET	SEGMENT	TOKENS
lairgyalrong	⁵⁵/q	7
lairgyalrong	ndʑ	6
lairgyalrong	¹/j	6
lairgyalrong	¹/o	6
lairgyalrong	ȭ/õ	6
lairgyalrong	ɯ́/ɯ	6
lairgyalrong	⁵³/r	6
lairgyalrong	⁵⁵/æ	6
lairgyalrong	⁵⁵/ʊ	6
lairgyalrong	ⁿdʒ	6
lairgyalrong	bʱ	5
lairgyalrong	dʰ	5
lairgyalrong	r̥	5
lairgyalrong	²⁴/o	5
lairgyalrong	³³/ɪ	5
lairgyalrong	ññ/ȵ	5
lairgyalrong	ǣ/æ	5
lairgyalrong	ɹ	5
lairgyalrong	ʊ	5
lairgyalrong	⁵⁵/r	5
lairgyalrong	ⁿɖʐ	5
lairgyalrong	ⁿɟ	5
lairgyalrong	nɖʐ	4
lairgyalrong	o̙/o	4
lairgyalrong	uː	4
lairgyalrong	²/ø	4
lairgyalrong	²/ɨ	4
lairgyalrong	²⁴/u	4
lairgyalrong	²⁴/ɐ	4
lairgyalrong	³³/y	4
lairgyalrong	³³/ø	4
lairgyalrong	³³/ɯ	4
lairgyalrong	³³/ʊ	4
lairgyalrong	³¹/ã	4
lairgyalrong	³¹/ɔ	4
lairgyalrong	³¹/ə	4
lairgyalrong	¹/iː	4
lairgyalrong	ã̄/ã	4
lairgyalrong	ě/e	4
lairgyalrong	ȵ̊	4
lairgyalrong	ɨ̙/ɨ	4
lairgyalrong	ɯ̂/ɯ	4
lairgyalrong	⁵⁵/m	4
lairgyalrong	⁵⁵/ã	4
lairgyalrong	⁵⁵/ø	4
lairgyalrong	⁵⁵/ŋ	4
lairgyalrong	⁵⁵/ɣ	4
lairgyalrong	⁵⁵/ʔ	4
lairgyalrong	dzʱ	3
lairgyalrong	dʐ	3
lairgyalrong	dʒ	3
lairgyalrong	²/r	3
lairgyalrong	²⁴/æ	3
lairgyalrong	³³/l	3
lairgyalrong	³³/q	3
lairgyalrong	³¹/o	3
lairgyalrong	³¹/æ	3
lairgyalrong	¹³/y	3
lairgyalrong	¹³/ɨ	3
lairgyalrong	¹³/ɪ	3
lairgyalrong	¹³/ɿ	3
lairgyalrong	íˠ/iˠ	3
lairgyalrong	ô/oˠ	3
lairgyalrong	û	3
lairgyalrong	ā/aː	3
lairgyalrong	ŋ̊	3
lairgyalrong	ū	3
lairgyalrong	ǎ/a	3
lairgyalrong	ǒ/o	3
lairgyalrong	ȳ/y	3
lairgyalrong	ɔ́/ɔ	3
lairgyalrong	ə̄	3
lairgyalrong	ə̌/ə	3
lairgyalrong	ɻ	3
lairgyalrong	⁵³/y	3
lairgyalrong	⁵³/ɔ	3
lairgyalrong	⁵⁵/p	3
lairgyalrong	⁵⁵/v	3
lairgyalrong	⁵⁵/õ	3
lairgyalrong	a̯/a	2
lairgyalrong	gʰ	2
lairgyalrong	nd	2
lairgyalrong	ndz	2
lairgyalrong	ndʒ	2
lairgyalrong	nɟ	2
lairgyalrong	²/iː	2
lairgyalrong	²/j	2
lairgyalrong	²/ɔ	2
lairgyalrong	²ɨ̙/ɨ	2
lairgyalrong	²⁴/ø	2
lairgyalrong	²⁴/ɑ	2
lairgyalrong	³³/m	2
lairgyalrong	³³/r	2
lairgyalrong	³³/æ̃	2
lairgyalrong	³³/ɐ̃	2
lairgyalrong	³¹/y	2
lairgyalrong	³¹/ɛ	2
lairgyalrong	¹/oː	2
lairgyalrong	ã	2
lairgyalrong	ó/oˠ	2
lairgyalrong	ũ	2
lairgyalrong	ɑ̃	2
lairgyalrong	əː	2
lairgyalrong	ə́	2
lairgyalrong	ə̃	2
lairgyalrong	ɤ̄/ɤ	2
lairgyalrong	ɨ̌/ɨ	2
lairgyalrong	ɬʰ	2
lairgyalrong	ɯ̄/ɯ	2
lairgyalrong	ɴɢ	2
lairgyalrong	⁵³/v	2
lairgyalrong	⁵³/ã	2
lairgyalrong	⁵³/õ	2
lairgyalrong	⁵³/ũ	2
lairgyalrong	⁵³/ɨ	2
lairgyalrong	⁵⁵/s	2
lairgyalrong	⁵⁵/ĩ	2
lairgyalrong	⁵⁵/ɨ	2
lairgyalrong	ⁿɢ	2
lairgyalrong	!y/j	1
lairgyalrong	a̙	1
lairgyalrong	eː	1
lairgyalrong	e̙/e	1
lairgyalrong	tʂ	1
lairgyalrong	tʂʰ	1
lairgyalrong	²/aː	1
lairgyalrong	²/uː	1
lairgyalrong	²/w	1
lairgyalrong	²/ɨː	1
lairgyalrong	²/ʌː	1
lairgyalrong	²a̙/a	1
lairgyalrong	²⁴/a	1
lairgyalrong	²⁴/e	1
lairgyalrong	²⁴/i	1
lairgyalrong	²⁴/y	1
lairgyalrong	³/u	1
lairgyalrong	³³/ø̃	1
lairgyalrong	³³/ŋ	1
lairgyalrong	³³/ɑ̃	1
lairgyalrong	³³/ə̠	1
lairgyalrong	³³/ʊ̃	1
lairgyalrong	³¹/ũ	1
lairgyalrong	³¹/ɿ	1
lairgyalrong	³⁵/a	1
lairgyalrong	³⁵/o	1
lairgyalrong	¹/aː	1
lairgyalrong	¹/i̙	1
lairgyalrong	¹/u̙	1
lairgyalrong	¹/w	1
lairgyalrong	¹/ɔ̙	1
lairgyalrong	¹/əː	1
lairgyalrong	¹/ɨː	1
lairgyalrong	¹e̙/e	1
lairgyalrong	¹³/ŋ	1
lairgyalrong	¹³/ɑ	1
lairgyalrong	¹³/ʊ	1
lairgyalrong	¹³/ʊ̃	1
lairgyalrong	¹³/ẽ	1
lairgyalrong	¹ɨ̙/ɨ	1
lairgyalrong	ã̄	1
lairgyalrong	æ̂	1
lairgyalrong	æ̙/æ	1
lairgyalrong	í̙/i	1
lairgyalrong	ò/o	1
lairgyalrong	ī	1
lairgyalrong	ũ̄/ũ	1
lairgyalrong	ŷ/y	1
lairgyalrong	ǐ/i	1
lairgyalrong	ǽ	1
lairgyalrong	ȭ/o	1
lairgyalrong	ɔ̙	1
lairgyalrong	ə̂	1
lairgyalrong	ɜɜ/a	1
lairgyalrong	ɥ	1
lairgyalrong	ɨ̂/ɨ	1
lairgyalrong	ɨ̌	1
lairgyalrong	ɪ̄/ɪ	1
lairgyalrong	ɲ̊	1
lairgyalrong	ʉ	1
lairgyalrong	ʊ́/ʊ	1
lairgyalrong	ʊ̂/ʊ	1
lairgyalrong	ʊ̃	1
lairgyalrong	ʊ̄/ʊ	1
lairgyalrong	ʌ̙	1
lairgyalrong	⁵/ɑ	1
lairgyalrong	⁵³/l	1
lairgyalrong	⁵³/q	1
lairgyalrong	⁵³/ɣ	1
lairgyalrong	⁵³/ɤ	1
lairgyalrong	⁵³/ʅ	1
lairgyalrong	⁵³/ʌ	1
lairgyalrong	⁵⁵/l	1
lairgyalrong	⁵⁵/ũ	1
lairgyalrong	⁵⁵/ɛ̃	1
lairgyalrong	⁵⁵/ʊ̃	1
lairgyalrong	⁵⁵/ẽ	1
lairgyalrong	ⁿdʳ	1
lairgyalrong	ⁿk	1
lairgyalrong	ⁿn	1
lamanisoic	³³	4750
lamanisoic	⁵⁵	2806
lamanisoic	i	2646
lamanisoic	a	2347
lamanisoic	²¹	2274
lamanisoic	u	2221
lamanisoic	o	1746
lamanisoic	m	1516
lamanisoic	³¹	1485
lamanisoic	e	1152
lamanisoic	n	1102
lamanisoic	l	923
lamanisoic	ɑ	891
lamanisoic	k	856
lamanisoic	ɯ	848
lamanisoic	ŋ	821
lamanisoic	²	799
lamanisoic	s	778
lamanisoic	ɔ	766
lamanisoic	t	701
lamanisoic	⁴⁴	693
lamanisoic	ɨ	685
lamanisoic	¹	675
lamanisoic	p	664
lamanisoic	³	626
lamanisoic	v	605
lamanisoic	d	576
lamanisoic	⁵³	521
lamanisoic	b	509
lamanisoic	j	486
lamanisoic	ɛ	479
lamanisoic	tsʰ	473
lamanisoic	kʰ	457
lamanisoic	x	441
lamanisoic	ɣ	372
lamanisoic	³⁵	368
lamanisoic	ʔ	362
lamanisoic	ə	351
lamanisoic	z	336
lamanisoic	ɤ	331
lamanisoic	pʰ	323
lamanisoic	tɕʰ	293
lamanisoic	ʐ	290
lamanisoic	g	284
lamanisoic	ts	281
lamanisoic	tɕ	277
lamanisoic	ȵ	267
lamanisoic	ʑ	266
lamanisoic	h	260
lamanisoic	ɕ	256
lamanisoic	tʰ	254
lamanisoic	dz	252
lamanisoic	ʂ	251
lamanisoic	r	243
lamanisoic	ɒ	224
lamanisoic	æ	216
lamanisoic	¹¹	205
lamanisoic	ɪ	197
lamanisoic	dʑ	170
lamanisoic	ɬ	158
lamanisoic	w	143
lamanisoic	ʈʂʰ	140
lamanisoic	L/¹	129
lamanisoic	ʈʂ	129
lamanisoic	ə˞	118
lamanisoic	H/⁵	107
lamanisoic	f	100
lamanisoic	⁴²	97
lamanisoic	⁴	85
lamanisoic	⁵¹	83
lamanisoic	q	65
lamanisoic	æ˞	62
lamanisoic	ʃ	62
lamanisoic	ɹ	61
lamanisoic	ⁿg	61
lamanisoic	ø	55
lamanisoic	tʃ	51
lamanisoic	⁵⁴	49
lamanisoic	qʰ	48
lamanisoic	ʊ	47
lamanisoic	⁵	46
lamanisoic	C/k	42
lamanisoic	tʃʰ	40
lamanisoic	ʉ	39
lamanisoic	²⁴	38
lamanisoic	ɜ˞	37
lamanisoic	ʌ	30
lamanisoic	ɵ	29
lamanisoic	sʰ	20
lamanisoic	əi̯	20
lamanisoic	ɖ	18
lamanisoic	ɳ	18
lamanisoic	ʈʰ	17
lamanisoic	ʒ	14
lamanisoic	N/ŋ	13
lamanisoic	ɭ	13
lamanisoic	ʁ	13
lamanisoic	c	11
lamanisoic	ĩ	11
lamanisoic	ŏ	11
lamanisoic	ã	10
lamanisoic	œ	10
lamanisoic	ʈ	10
lamanisoic	ṁ/m	10
lamanisoic	ă	9
lamanisoic	χ	9
lamanisoic	dʒ	8
lamanisoic	õ	8
lamanisoic	ö/œ	7
lamanisoic	ũ	7
lamanisoic	ẽ	7
lamanisoic	bʰ	6
lamanisoic	dʰ	6
lamanisoic	cʰ	5
lamanisoic	ɴ	5
lamanisoic	ɖʐʰ	4
lamanisoic	ɦ	4
lamanisoic	ɯ˞	4
lamanisoic	ĕ	3
lamanisoic	ɢ	3
lamanisoic	ɲ	3
lamanisoic	ⁿgʰ	3
lamanisoic	V/ə	2
lamanisoic	dzʰ	2
lamanisoic	i˞	2
lamanisoic	û/u	2
lamanisoic	ɛ˞	2
lamanisoic	dʑʰ	1
lamanisoic	gʷ	1
lamanisoic	iː	1
lamanisoic	kʷ	1
lamanisoic	u˞	1
lamanisoic	ê/e	1
lamanisoic	ɜ	1
lamanisoic	ɟ	1
lamanisoic	ɣʵ/ɣ	1
leeainu	a	1775
leeainu	k	1486
leeainu	n	1440
leeainu	r	1440
leeainu	e	1301
leeainu	p	1099
leeainu	t	1039
leeainu	s	1013
leeainu	i	989
leeainu	u	980
leeainu	o	914
leeainu	á/a	909
leeainu	y/j	594
leeainu	h	593
leeainu	ú/u	533
leeainu	m	519
leeainu	í/i	387
leeainu	é/e	345
leeainu	ó/o	344
leeainu	c	332
leeainu	nː	186
leeainu	w	184
leeainu	kː	98
leeainu	aː	73
leeainu	eː	42
leeainu	tː	40
leeainu	iː	38
leeainu	oː	35
leeainu	uː	33
leeainu	ʔ	28
leeainu	ɴ	27
leeainu	pː	20
leeainu	ts	14
leeainu	ai	5
leeainu	ay/ai	3
leeainu	ó	3
leeainu	áy/ai	2
leeainu	sː	1
leeainu	y	1
leeainu	á	1
leeainu	éh/e	1
leeainu	éw/eu	1
leeainu	ŋ	1
leecaijia	³³	107
leecaijia	a	86
leecaijia	⁵⁵	84
leecaijia	²¹	54
leecaijia	ŋ	45
leecaijia	i	43
leecaijia	²²	41
leecaijia	ɨ	38
leecaijia	ʊ	37
leecaijia	o	35
leecaijia	p	32
leecaijia	t	31
leecaijia	tɕ	30
leecaijia	n	28
leecaijia	e	27
leecaijia	ə	26
leecaijia	j	23
leecaijia	m	23
leecaijia	ɕ	23
leecaijia	k	22
leecaijia	u	21
leecaijia	ɪ	21
leecaijia	v̩	20
leecaijia	ts	19
leecaijia	s	18
leecaijia	³⁵	18
leecaijia	kʰ	17
leecaijia	l	16
leecaijia	w	12
leecaijia	tɕʰ	10
leecaijia	ʑ	8
leecaijia	ɣ	7
leecaijia	tsʰ	5
leecaijia	tʰ	5
leecaijia	f	4
leecaijia	x	4
leecaijia	²¹/³³	4
leecaijia	³³/⁵⁵	4
leecaijia	ȵ	4
leecaijia	pʰ	3
leecaijia	z	1
leecaijia	²²/³³	1
leejaponic	a	7363
leejaponic	u	6534
leejaponic	i	4982
leejaponic	k	3744
leejaponic	o	3277
leejaponic	r	2833
leejaponic	n	2452
leejaponic	m	2416
leejaponic	e	1785
leejaponic	t	1749
leejaponic	s	1289
leejaponic	h	1189
leejaponic	ɴ	1159
leejaponic	ʃ	1053
leejaponic	d	993
leejaponic	ts	926
leejaponic	b	822
leejaponic	j	749
leejaponic	ʔ	733
leejaponic	g	619
leejaponic	ï/ɨ	511
leejaponic	tʃ	496
leejaponic	w	473
leejaponic	oː	424
leejaponic	β	399
leejaponic	ç	386
leejaponic	z	367
leejaponic	iː	360
leejaponic	aː	307
leejaponic	uː	305
leejaponic	p	238
leejaponic	eː	205
leejaponic	dʒ	174
leejaponic	ŋ	165
leejaponic	l	88
leejaponic	ɛː	71
leejaponic	ɛ	69
leejaponic	S/s	54
leejaponic	ïː/ɨː	45
leejaponic	v	30
leejaponic	ŭ	25
leejaponic	f	23
leejaponic	øː	23
leejaponic	ö	21
leejaponic	ɲ	21
leejaponic	ë/ə	17
leejaponic	mː	11
leejaponic	Z/z	10
leejaponic	ö/ø	8
leejaponic	ëː/eː	6
leejaponic	ĭ	4
leejaponic	lː	3
leejaponic	ø	3
leejaponic	ă	3
leejaponic	ɴː	3
leejaponic	K/k	1
leejaponic	W/w	1
leejaponic	kʷ	1
leejaponic	uuː/uː	1
leekoreanic	a	981
leekoreanic	i	909
leekoreanic	n	848
leekoreanic	u	564
leekoreanic	m	526
leekoreanic	ə	515
leekoreanic	k	514
leekoreanic	l	476
leekoreanic	p	429
leekoreanic	t	423
leekoreanic	s	407
leekoreanic	ɨ	404
leekoreanic	o	395
leekoreanic	ɾ	377
leekoreanic	ɛ	334
leekoreanic	tɕ	260
leekoreanic	g	253
leekoreanic	ŋ	245
leekoreanic	e	203
leekoreanic	h	179
leekoreanic	dʑ	152
leekoreanic	k͈	116
leekoreanic	w	92
leekoreanic	d	90
leekoreanic	tɕʰ	79
leekoreanic	p͈	77
leekoreanic	ɟ	73
leekoreanic	t͈	60
leekoreanic	tɕ͈	54
leekoreanic	s͈	52
leekoreanic	b	43
leekoreanic	j	41
leekoreanic	kʰ	26
leekoreanic	pʰ	26
leekoreanic	tʰ	22
leekoreanic	ø	22
leekoreanic	aː	14
leekoreanic	ɔ	9
leekoreanic	ɛː	9
leekoreanic	iː	6
leekoreanic	dʑ͈	2
leekoreanic	ɨ́/ɨ	1
lieberherrkhobwa	a	953
lieberherrkhobwa	ŋ	422
lieberherrkhobwa	i	396
lieberherrkhobwa	k	354
lieberherrkhobwa	u	298
lieberherrkhobwa	n	294
lieberherrkhobwa	j	279
lieberherrkhobwa	ə	266
lieberherrkhobwa	h	241
lieberherrkhobwa	m	234
lieberherrkhobwa	e	233
lieberherrkhobwa	r	214
lieberherrkhobwa	b	196
lieberherrkhobwa	l	193
lieberherrkhobwa	p	145
lieberherrkhobwa	t	145
lieberherrkhobwa	³³	136
lieberherrkhobwa	ɛ	136
lieberherrkhobwa	kʰ	129
lieberherrkhobwa	pʰ	119
lieberherrkhobwa	ʔ	114
lieberherrkhobwa	o	113
lieberherrkhobwa	s	113
lieberherrkhobwa	ɔ	103
lieberherrkhobwa	g	92
lieberherrkhobwa	d	82
lieberherrkhobwa	tɕʰ	75
lieberherrkhobwa	⁵⁵	72
lieberherrkhobwa	y	68
lieberherrkhobwa	w	67
lieberherrkhobwa	z	67
lieberherrkhobwa	tʃ	66
lieberherrkhobwa	aː	64
lieberherrkhobwa	ua	64
lieberherrkhobwa	ɛː	62
lieberherrkhobwa	ɹ	61
lieberherrkhobwa	tʰ	60
lieberherrkhobwa	iː	58
lieberherrkhobwa	ai	55
lieberherrkhobwa	⁵³	55
lieberherrkhobwa	³¹	48
lieberherrkhobwa	dʑ	46
lieberherrkhobwa	ei	44
lieberherrkhobwa	ɲ	37
lieberherrkhobwa	ui	35
lieberherrkhobwa	f	34
lieberherrkhobwa	oː	32
lieberherrkhobwa	ɔː	31
lieberherrkhobwa	ɕ	30
lieberherrkhobwa	ʃ	28
lieberherrkhobwa	N/ɴ	27
lieberherrkhobwa	tɕ	26
lieberherrkhobwa	dʒ	23
lieberherrkhobwa	v	23
lieberherrkhobwa	uː	22
lieberherrkhobwa	ĩː	21
lieberherrkhobwa	oᵘ/o	20
lieberherrkhobwa	ts	20
lieberherrkhobwa	ɣ	20
lieberherrkhobwa	ɨː	19
lieberherrkhobwa	ɯ	19
lieberherrkhobwa	au	18
lieberherrkhobwa	aⁱ/ai	18
lieberherrkhobwa	ɔ̃ː	17
lieberherrkhobwa	ɨ	15
lieberherrkhobwa	õ	14
lieberherrkhobwa	ue	13
lieberherrkhobwa	əː	13
lieberherrkhobwa	ʈ	13
lieberherrkhobwa	oⁱ/o	12
lieberherrkhobwa	aᵘ/a	10
lieberherrkhobwa	eⁱ/e	10
lieberherrkhobwa	tsʰ	10
lieberherrkhobwa	æ	10
lieberherrkhobwa	ia	9
lieberherrkhobwa	ou	9
lieberherrkhobwa	yː	9
lieberherrkhobwa	ɔ̃	9
lieberherrkhobwa	eː	8
lieberherrkhobwa	ie	8
lieberherrkhobwa	x	8
lieberherrkhobwa	ũː	8
lieberherrkhobwa	əu	8
lieberherrkhobwa	c	7
lieberherrkhobwa	iɛ	7
lieberherrkhobwa	oᵉ/o	7
lieberherrkhobwa	uɛ	7
lieberherrkhobwa	ʑ	7
lieberherrkhobwa	uə	6
lieberherrkhobwa	ã	6
lieberherrkhobwa	ɛ̃	6
lieberherrkhobwa	ɬ	6
lieberherrkhobwa	ʒ	6
lieberherrkhobwa	aʳ/a˞	5
lieberherrkhobwa	¹¹	5
lieberherrkhobwa	ãː	5
lieberherrkhobwa	ý/y	5
lieberherrkhobwa	ɾ	5
lieberherrkhobwa	dz	4
lieberherrkhobwa	yi	4
lieberherrkhobwa	ʈʂʰ	4
lieberherrkhobwa	ʐ	4
lieberherrkhobwa	ᵘ/w	4
lieberherrkhobwa	eoː	3
lieberherrkhobwa	eʴ/e˞	3
lieberherrkhobwa	iu	3
lieberherrkhobwa	iə	3
lieberherrkhobwa	ø	3
lieberherrkhobwa	øː	3
lieberherrkhobwa	ĩ	3
lieberherrkhobwa	ūa	3
lieberherrkhobwa	ȶ	3
lieberherrkhobwa	ɛi	3
lieberherrkhobwa	ɛʰ/ɛ	3
lieberherrkhobwa	ɛ̃ː	3
lieberherrkhobwa	ɦ	3
lieberherrkhobwa	ʂ	3
lieberherrkhobwa	iᵒ/io	2
lieberherrkhobwa	oa	2
lieberherrkhobwa	oe	2
lieberherrkhobwa	oi	2
lieberherrkhobwa	uᵉ/ue	2
lieberherrkhobwa	w̥	2
lieberherrkhobwa	õa	2
lieberherrkhobwa	ũ	2
lieberherrkhobwa	ɐ	2
lieberherrkhobwa	ɔi	2
lieberherrkhobwa	əo	2
lieberherrkhobwa	əʳ/ə˞	2
lieberherrkhobwa	ɨ̃	2
lieberherrkhobwa	ae	1
lieberherrkhobwa	ao	1
lieberherrkhobwa	aʲ/a	1
lieberherrkhobwa	aʴ/a˞	1
lieberherrkhobwa	eĩ/ẽi	1
lieberherrkhobwa	eʳ/e˞	1
lieberherrkhobwa	ieː	1
lieberherrkhobwa	iɔ	1
lieberherrkhobwa	iᵒ/i	1
lieberherrkhobwa	iⁱ/i	1
lieberherrkhobwa	oɛ	1
lieberherrkhobwa	oʳ/o˞	1
lieberherrkhobwa	oːɛ	1
lieberherrkhobwa	uːə	1
lieberherrkhobwa	uⁱ/u	1
lieberherrkhobwa	á/a	1
lieberherrkhobwa	æʳ/æ˞	1
lieberherrkhobwa	ç	1
lieberherrkhobwa	õː	1
lieberherrkhobwa	õːe	1
lieberherrkhobwa	õᵘ/õu	1
lieberherrkhobwa	ī/i	1
lieberherrkhobwa	ũə	1
lieberherrkhobwa	ū/u	1
lieberherrkhobwa	ɔʳ/ɔ˞	1
lieberherrkhobwa	əʴ/ə˞	1
lieberherrkhobwa	ə̄/ə	1
lieberherrkhobwa	ə̌/ə	1
lieberherrkhobwa	ɛĩ/ɛ̃i	1
lieberherrkhobwa	ɛʴ/ɛ˞	1
lieberherrkhobwa	ɟ	1
lieberherrkhobwa	ẽeᵘ/ẽu	1
lieberherrkhobwa	ỹ	1
lindseyende	a	671
lindseyende	ə	564
lindseyende	m	491
lindseyende	e	371
lindseyende	k	370
lindseyende	o	362
lindseyende	ɽ	291
lindseyende	p	268
lindseyende	i	247
lindseyende	ŋ	234
lindseyende	n	227
lindseyende	ɡ	222
lindseyende	t	217
lindseyende	u	213
lindseyende	b	193
lindseyende	r	166
lindseyende	d	154
lindseyende	ʈʂ	146
lindseyende	l	128
lindseyende	s	120
lindseyende	w	89
lindseyende	ɖʐ	88
lindseyende	ɲ	75
lindseyende	ai̯	64
lindseyende	j	50
lindseyende	ɪ	42
lindseyende	oi̯	41
lindseyende	z	25
lindseyende	au̯	11
lionnetyotonahua	a	1549
lionnetyotonahua	i	994
lionnetyotonahua	k	810
lionnetyotonahua	o	756
lionnetyotonahua	t	634
lionnetyotonahua	á/a	629
lionnetyotonahua	u	602
lionnetyotonahua	s	600
lionnetyotonahua	e	482
lionnetyotonahua	m	481
lionnetyotonahua	h	476
lionnetyotonahua	r	438
lionnetyotonahua	w	430
lionnetyotonahua	í/i	428
lionnetyotonahua	n	415
lionnetyotonahua	ts	408
lionnetyotonahua	p	351
lionnetyotonahua	ó/o	317
lionnetyotonahua	ʔ	298
lionnetyotonahua	é/e	232
lionnetyotonahua	ú/u	226
lionnetyotonahua	b	221
lionnetyotonahua	y/j	158
lionnetyotonahua	ɨ	135
lionnetyotonahua	v	97
lionnetyotonahua	gʷ	86
lionnetyotonahua	d	83
lionnetyotonahua	g	82
lionnetyotonahua	l	69
lionnetyotonahua	kk/kː	37
lionnetyotonahua	kʷ	36
lionnetyotonahua	ai	34
lionnetyotonahua	i/j	30
lionnetyotonahua	bʷ	23
lionnetyotonahua	tt/tː	18
lionnetyotonahua	u/u	18
lionnetyotonahua	oi	15
lionnetyotonahua	u/w	15
lionnetyotonahua	pp/pː	12
lionnetyotonahua	ss/sː	11
lionnetyotonahua	ee/eː	9
lionnetyotonahua	nn/nː	9
lionnetyotonahua	oː	9
lionnetyotonahua	íɨ/iɨ	7
lionnetyotonahua	bb/bː	6
lionnetyotonahua	bw/bʷ	6
lionnetyotonahua	mw/mʷ	6
lionnetyotonahua	ui	6
lionnetyotonahua	ɨi	6
lionnetyotonahua	hh/hː	5
lionnetyotonahua	j/dʒ	4
lionnetyotonahua	mm/mː	4
lionnetyotonahua	sh/ʃ	4
lionnetyotonahua	áu/au	4
lionnetyotonahua	í/j	4
lionnetyotonahua	ay/ai	3
lionnetyotonahua	ei	3
lionnetyotonahua	D/ð	2
lionnetyotonahua	au	2
lionnetyotonahua	tʰ	2
lionnetyotonahua	uú/uː	2
lionnetyotonahua	úu/uː	2
lionnetyotonahua	ɨɨ/ɨː	2
lionnetyotonahua	kW/kʷ	1
lionnetyotonahua	ll/lː	1
lionnetyotonahua	mʷ	1
lionnetyotonahua	ou	1
lionnetyotonahua	y/k	1
lionnetyotonahua	ái/ai	1
lionnetyotonahua	áy/ai	1
lionnetyotonahua	íi/iː	1
liusinitic	j	874
liusinitic	a	822
liusinitic	n	793
liusinitic	ŋ	705
liusinitic	i	671
liusinitic	⁵³	610
liusinitic	w	542
liusinitic	ts	501
liusinitic	t	477
liusinitic	s	475
liusinitic	²¹	466
liusinitic	u	449
liusinitic	o	448
liusinitic	⁰	441
liusinitic	l	433
liusinitic	⁴⁴	402
liusinitic	²¹³	383
liusinitic	k	382
liusinitic	⁵⁵	371
liusinitic	ə	350
liusinitic	tʰ	321
liusinitic	²⁴	317
liusinitic	ʔ	308
liusinitic	e	293
liusinitic	ɿ	292
liusinitic	p	287
liusinitic	¹³	265
liusinitic	⁴⁵	231
liusinitic	ɕ	228
liusinitic	³⁵	227
liusinitic	m	221
liusinitic	ei	214
liusinitic	x	203
liusinitic	ɔ	199
liusinitic	f	185
liusinitic	¹¹	182
liusinitic	tsʰ	181
liusinitic	au	177
liusinitic	tɕ	175
liusinitic	³¹	174
liusinitic	ɑ	168
liusinitic	⁴²	168
liusinitic	ɛ	167
liusinitic	³³	164
liusinitic	²²	163
liusinitic	y	160
liusinitic	²¹⁴	160
liusinitic	⁵	158
liusinitic	³²	150
liusinitic	ɤ	148
liusinitic	kʰ	143
liusinitic	ai	142
liusinitic	²³	135
liusinitic	pʰ	132
liusinitic	ou	131
liusinitic	⁴¹	115
liusinitic	ɥ	114
liusinitic	h	100
liusinitic	ʂ	100
liusinitic	⁵²	100
liusinitic	ɑ̃	95
liusinitic	tɕʰ	84
liusinitic	ẽ	83
liusinitic	əu	80
liusinitic	æ̃	77
liusinitic	⁵¹	77
liusinitic	ã	75
liusinitic	²⁴²	74
liusinitic	ɲ	68
liusinitic	ʈʂ	64
liusinitic	ɐ	59
liusinitic	³⁴¹	57
liusinitic	³³⁴	55
liusinitic	v	54
liusinitic	d	49
liusinitic	²	49
liusinitic	ɑu	49
liusinitic	ʈʂʰ	46
liusinitic	a̠	44
liusinitic	²³¹	44
liusinitic	øy	43
liusinitic	ʅ	41
liusinitic	z	40
liusinitic	ʐ	40
liusinitic	b	39
liusinitic	æ	37
liusinitic	²¹²	36
liusinitic	⁴	34
liusinitic	oi	31
liusinitic	ŋ̍	29
liusinitic	eu	28
liusinitic	¹	27
liusinitic	ɦ	24
liusinitic	⁴¹²	23
liusinitic	²⁵	22
liusinitic	e̞	20
liusinitic	ɛi	20
liusinitic	ɤu	20
liusinitic	õ	19
liusinitic	ø	18
liusinitic	ɛu	18
liusinitic	ɒ̃	16
liusinitic	ɵ	16
liusinitic	əɯ	15
liusinitic	ʏ	15
liusinitic	dʑ	13
liusinitic	³	13
liusinitic	ɐu	13
liusinitic	ɪ	13
liusinitic	œ	12
liusinitic	ɣ	12
liusinitic	n̩	11
liusinitic	g	9
liusinitic	ɨ	9
liusinitic	ʯ	9
liusinitic	⁵⁴	9
liusinitic	c	8
liusinitic	ɔu	8
liusinitic	ʃ	8
liusinitic	dz	7
liusinitic	io	7
liusinitic	pf	7
liusinitic	ɔ̃	7
liusinitic	m̩	6
liusinitic	ɐi	6
liusinitic	ɔy	6
liusinitic	ĩ	5
liusinitic	pfʰ	4
liusinitic	tʃ	4
liusinitic	ũ	4
liusinitic	ʒ	4
liusinitic	β	4
liusinitic	ç	3
liusinitic	ɔi	3
liusinitic	ɨi	3
liusinitic	ʑ	3
liusinitic	əi	2
liusinitic	ɯ	2
liusinitic	ʋ	2
liusinitic	cʰ	1
liusinitic	oy	1
liusinitic	³⁴	1
liusinitic	ãi	1
liusinitic	ãu	1
lsi	ʌː	23370
lsi	ʌ	23310
lsi	n̪	17302
lsi	i	15802
lsi	m	15737
lsi	k	12528
lsi	t̪	12264
lsi	r	11525
lsi	u	11324
lsi	l	8360
lsi	p	8338
lsi	e	8100
lsi	ŋ	7746
lsi	s	7703
lsi	h	7682
lsi	a	7567
lsi	o	7546
lsi	b	6743
lsi	eː	6687
lsi	iː	6380
lsi	d̪	6198
lsi	oː	6183
lsi	j	5419
lsi	uː	4976
lsi	g	4927
lsi	w	3829
lsi	tʃ	3750
lsi	ai	3090
lsi	ɔ	2944
